case_id,exchange_id,donor_name,donor_business,receiver_name,receiver_business,waste,resource
19,"19,24,1",ND,Power plant,ND,Basic chemicals,Steam,Process heat
19,"19,24,2",ND,Power plant,ND,Basic chemicals,Demineralised water,Process water
19,"19,24,3",ND,Power plant,ND,Basic chemicals,Electricity,Process energy
19,"19,24,4",ND,Basic chemicals,ND,Power plant,Sodium hydroxide,Raw material for Power plant
19,"19,24,5",ND,Basic chemicals,ND,Power plant,Hydrochloric acid,Raw material for Power plant
19,"19,24,6",ND,Basic chemicals,ND,Micronized silica,Sodium silicate,Raw material for Micronized silica
19,"19,24,7",ND,Micronized silica,ND,Basic chemicals,Silica,Raw material for Basic chemicals
19,"19,24,8",ND,Micronized silica,ND,Power plant,Silica,Raw material for Power plant
19,"19,24,9",ND,Power plant,ND,Micronized silica,Steam,Process heat
19,"19,24,10",ND,Power plant,ND,Micronized silica,Electricity,Process energy
19,"19,24,11",ND,Micronized silica,ND,Galvanic treatments,Silica,Raw material for Galvanic treatments
19,"19,24,12",ND,Basic chemicals,ND,Galvanic treatments,Sodium hydroxide,Raw material for Galvanic treatments
19,"19,24,13",ND,Basic chemicals,ND,Galvanic treatments,Hydrochloric acid,Raw material for Galvanic treatments
19,"19,24,14",ND,Pesticides,ND,Basic chemicals,Septic sludges,Raw material for Basic chemicals
20,"20,25,1",Birmingham,Urban entity,Birmingham airport,Airport,Urban waste,Process and space heat
20,"20,25,2",Birmingham,Urban entity,Birmingham airport,Airport,Urban waste,Process energy
20,"20,25,3",Birmingham,Urban entity,National Exhibition Centre,Exhibition Centre,Urban waste,Process and space heat
20,"20,25,4",Birmingham,Urban entity,National Exhibition Centre,Exhibition Centre,Urban waste,Process and space heat
20,"20,25,5",ND,Automotive industry,ND,Blast media production,Waste plastics (AMP),Raw material for Blast media production
22,"22,1,1",GrowHow UK (formerly Terra Nitrogen),Nitrogen production,John Baarda Ltd,Greenhouse,Steam,Process heat
22,"22,1,2",GrowHow UK (formerly Terra Nitrogen),Nitrogen production,John Baarda Ltd,Greenhouse,CO2,Supports the growth of fruit and vegetables
23,"23,1,1",ND,Dairy producers,Greenville Energy,Methane production from anaerobic digestion,Dairy effluent,Raw material for Methane production from anaerobic digestion
24,"24,3,1",ND,ND,McAuley Engineering,Sheet metal parts production,Scrap wood,Space heat
25,"25,5,1",AgrumiGel,Fruit juice producer,Mangimi Di Pasquale,Animal feed producer,Fruit pulp waste,Raw material for Animal feed producer
25,"25,5,2",Agrobiopesca Distretto Tecnologico,Agroindustry consortium (olive and wine production),Plastica Alfa,Biofuel production,Lignocellusic biomass,Raw material for Biofuel production
25,"25,5,3",Agrobiopesca Distretto Tecnologico,Agroindustry consortium (olive and wine production),Plastica Alfa,Production of algae for pharmaceutical and energy purposes,CO2,Supports the growth of plants
25,"25,5,4",Agrobiopesca Distretto Tecnologico,Agroindustry consortium (olive and wine production),Plastica Alfa,Production of algae for pharmaceutical and energy purposes,Disposal water,Water
26,"26,8,1",Barilla S.p.A.,Food industry,IRCI S.p.A.,Methane production from anaerobic digestion,Heat,Raw material for Methane production from anaerobic digestion
26,"26,8,2",Barilla S.p.A.,Food industry,Schmack Biogas S.r.l.,Biogas production from biomass,Food production scraps,Raw material for Biogas production from biomass
26,"26,8,3",Barilla S.p.A.,Food industry,ND,Methane production from anaerobic digestion,Food production scraps,Raw material for Methane production from anaerobic digestion
26,"26,8,4",Barilla S.p.A.,Food industry,Opoe Cons. Coop. Agr. PA,Agroindustry,Food production scraps,ND
26,"26,8,5",A.R.P. Soc. Agr. Coop.,Agroindustry,IRCI S.p.A.,Methane production from anaerobic digestion,"Agricultural wastes, packaging and muds",Raw material for Methane production from anaerobic digestion
26,"26,8,6",A.R.P. Soc. Agr. Coop.,Agroindustry,ND,Energy production from biomass,"Agricultural wastes, packaging and muds",Fuel
26,"26,8,7",A.R.P. Soc. Agr. Coop.,Agroindustry,Schmack Biogas S.r.l.,Biogas production from biomass,"Agricultural wastes, packaging and muds",Raw material for Biogas production from biomass
26,"26,8,8",A.R.P. Soc. Agr. Coop.,Agroindustry,ND,Methane production from anaerobic digestion,"Agricultural wastes, packaging and muds",Raw material for Methane production from anaerobic digestion
26,"26,8,9",A.R.P. Soc. Agr. Coop.,Agroindustry,CGM Spa,Plastic products production,Packaging,Raw material for Plastic products production
26,"26,8,10",A.R.P. Soc. Agr. Coop.,Agroindustry,CCPL Group,Food packaging,Packaging,Raw material for Food packaging
26,"26,8,11",A.R.P. Soc. Agr. Coop.,Agroindustry,ND,ND,Muds,ND
26,"26,8,12",A.R.P. Soc. Agr. Coop.,Agroindustry,ND,ND,Muds,ND
26,"26,8,13",A.R.P. Soc. Agr. Coop.,Agroindustry,ND,ND,Muds,ND
26,"26,8,14",A.R.P. Soc. Agr. Coop.,Agroindustry,Opoe Cons. Coop. Agr. PA,Agroindustry,Agricultural wastes,ND
26,"26,8,15",Softer Color Srl,Painters and pigments producer,Barilla S.p.A.,Food industry,Packaging,ND
26,"26,8,16",Softer Color Srl,Painters and pigments producer,ND,Power plant,Packaging and wood wastes,Fuel
26,"26,8,17",Softer Color Srl,Painters and pigments producer,CGM Spa,Plastic products production,Packaging,Raw material for Plastic products production
26,"26,8,18",Softer Color Srl,Painters and pigments producer,CCPL Group,Food packaging,Packaging,Raw material for Food packaging
27,"27,9,1",ND,Forest industry,ND,Ethanol plant,Wood chips,Process heat
27,"27,9,2",ND,Forest industry,Norrköping ,Urban entity,Wood chips,Energy
27,"27,9,3",ND,Forest industry,Norrköping ,Urban entity,Wood chips,Heat
27,"27,9,4",ND,Ethanol plant,ND,CHP plant,Heat,Process heat
27,"27,9,5",ND,Ethanol plant,ND,Animal raising,"Distillers dried grains with solubles, thin stillage, impurities",Animal feeding
27,"27,9,6",ND,Ethanol plant,ND,Agriculture,"Distillers dried grains with solubles, thin stillage, impurities",Fertilizer
27,"27,9,7",ND,Ethanol plant,ND,Biogas production from anaerobic digestion,Thin stillage and filtered impurities,Raw material for Biogas production from anaerobic digestion
27,"27,9,8",ND,Biogas production from anaerobic digestion,ND,Agriculture,Digestate,Fertilizer
27,"27,9,9",ND,Agriculture,ND,Ethanol plant,Grains,Fuel
28,"28,11,1",Apetito Ltd,Supplier of frozen food,Andigestion,Methane production from anaerobic digestion,Pastry waste,Raw material for Methane production from anaerobic digestion
29,"29,13,1",ND,Urban entity,ND,Photovoltaic modules production,Metals,Raw material for Photovoltaic modules production
29,"29,13,2",ND,Urban entity,ND,Photovoltaic modules production,Glass,Raw material for Photovoltaic modules production
29,"29,13,3",ND,Urban entity,ND,Packaging factory,Plastics,Raw material for Packaging factory
29,"29,13,4",ND,Urban entity,ND,Greenhouse,Biodegradable kitchen and canteen waste,Compost
29,"29,13,5",ND,Urban entity,ND,Mushrooms growrooms,Newspaper,Compost
29,"29,13,6",ND,Urban entity,ND,Packaging factory,Shredded newspaper,Raw material for Packaging factory
29,"29,13,7",ND,Urban entity,ND,Packaging factory,Wood pulp,Raw material for Packaging factory
29,"29,13,8",ND,Sheet glass factory,ND,Greenhouse,Waste heat,Process heat
29,"29,13,9",ND,Sheet glass factory,ND,Mushrooms growrooms,Waste heat,Process heat
29,"29,13,10",ND,Photovoltaic modules production,ND,Photovoltaic modules production,End of life semiconductors,Raw material for Photovoltaic modules production
30,"30,31,1",ND,Iron and steel production,ND,Power plant,Waste heat,Process heat
30,"30,31,2",ND,Aluminium production,ND,Power plant,Waste heat,Process heat
30,"30,31,3",ND,Phosphorus chemical industry,ND,Power plant,Waste heat,Process heat
30,"30,31,4",ND,Iron and steel production,Guiyang,Urban entity,Waste heat,Heat
30,"30,31,5",ND,Power plant,Guiyang,Urban entity,Electricity,Energy
30,"30,31,6",Guiyang,Urban entity,ND,Iron and steel production,Waste steel,Raw material for Iron and steel production
30,"30,31,7",Guiyang,Urban entity,ND,Iron and steel production,Waste plastics,Raw material for Iron and steel production
30,"30,31,8",ND,Iron and steel production,ND,Cement manufacturing,Steel slag,Raw material for Cement manufacturing
30,"30,31,9",ND,Aluminium production,ND,Cement manufacturing,Slag,Raw material for Cement manufacturing
30,"30,31,10",ND,Phosphorus chemical industry,ND,Cement manufacturing,Phosphorous slag,Raw material for Cement manufacturing
30,"30,31,11",ND,Coal industry,ND,Cement manufacturing,Slag,Raw material for Cement manufacturing
30,"30,31,12",ND,Coal industry,ND,Power plant,Coal gangue,Fuel
31,"31,29,1",ND,Power plant,ND,Ammonia production,Steam,Process heat
31,"31,29,2",ND,Power plant,ND,Cement & Construction,Coal flying ash,Cement additive
31,"31,29,3",ND,Iron and steel production,ND,Ammonia production,Steam,Process heat
31,"31,29,4",ND,Iron and steel production,ND,Ammonia production,COG,Alternative hydrogen production
31,"31,29,5",ND,Iron and steel production,ND,Fertiliser company,Ammonium sulfate,Raw material for Fertiliser company
31,"31,29,6",ND,Iron and steel production,ND,Cement & Construction,BF slag,Raw material for Cement & Construction
31,"31,29,7",ND,Iron and steel production,ND,Cement & Construction,Steel slag,Raw material for Cement & Construction
31,"31,29,8",Liuzhou,Urban entity,ND,Iron and steel production,Waste steel,Raw material for Iron and steel production
31,"31,29,9",Liuzhou,Urban entity,ND,Iron and steel production,Waste plastic,Raw material for Iron and steel production
31,"31,29,10",Liuzhou,Urban entity,ND,Iron and steel production,Scrap tire,Process heat
31,"31,29,11",Liuzhou,Urban entity,ND,Cement & Construction,Waste plastic,Raw material for Cement & Construction
31,"31,29,12",Liuzhou,Urban entity,ND,Cement & Construction,Scrap tire,Process heat
31,"31,29,13",Liuzhou,Urban entity,ND,Power plant,Straw / Food waste,Fuel
31,"31,30,1",ND,Power plant,ND,Machinery,Steam,Process heat
32,"32,30,1",JIS Corp.,Iron and steel production,ND,Ammonia production,Steam,Process heat
32,"32,30,2",JIS Corp.,Iron and steel production,Jinan,Urban entity,Steam,Heat
32,"32,30,3",JIS Corp.,Iron and steel production,ND,Ammonia production,BFG (blast furnace gas),Process energy
32,"32,30,4",JIS Corp.,Iron and steel production,ND,Ammonia production,COG,Alternative hydrogen production
32,"32,30,5",ND,Aluminium production,JIS Corp.,Iron and steel production,Red mud,Used to refine ferrous metal
32,"32,30,6",JIS Corp.,Iron and steel production,ND,Cement & Construction,BF slag,Raw material for Cement & Construction
32,"32,30,7",JIS Corp.,Iron and steel production,ND,Cement & Construction,Steel slag,Raw material for Cement & Construction
32,"32,30,8",JIS Corp.,Iron and steel production,ND,Cement & Construction,Gypsum,Raw material for Cement & Construction
32,"32,30,9",JIS Corp.,Iron and steel production,ND,Carbonate production,Steel slag,Sinter ore
32,"32,30,10",ND,Chromium chemical production,JIS Corp.,Iron and steel production,Chromium slag,Raw material for Iron and steel production
32,"32,30,11",Jinan,Urban entity,JIS Corp.,Iron and steel production,Waste steel,Raw material for Iron and steel production
32,"32,30,12",Jinan,Urban entity,JIS Corp.,Iron and steel production,Waste plastic,Raw material for Iron and steel production
32,"32,30,13",Jinan,Urban entity,JIS Corp.,Iron and steel production,Waste water,Process water
33,"33,34,1",ND,Olive farm,ND,Power plant,Pruning,Fuel
33,"33,34,2",ND,Power plant,ND,Olive mill,Waste heat,Process heat
33,"33,34,3",ND,Power plant,ND,Olive mill,Electricity,Process energy
33,"33,34,4",ND,Olive mill,ND,Power plant,Moist Pomace,Fuel
33,"33,34,5",ND,Power plant,ND,Olive farm,Bio-char,Soil additive
34,"34,19,1",ND,Pharmaceutical,AES,Power plant,Waste water,Process water
34,"34,19,2",ND,Pharmaceutical,AES,Power plant,Waste water,Process water
34,"34,19,3",AES,Power plant,Chevron Phillips Refinery,Refinery,Steam,Process heat
34,"34,19,4",Chevron Phillips Refinery,Refinery,AES,Power plant,Condensate water,Process water
34,"34,19,5",AES,Power plant,ND,Road construction,Fly ash,Raw material for Road construction
36,"36,2,1",Michelin,Tyre production,ND,Mushroom casing manufacture,Talcum powder contaminated with plastic,Raw material for Mushroom casing manufacture
37,"37,3,1",ThyssenKrupp Aerospace UK Ltd,Supplying of aluminium alloy technology solutions to aerospace sector,Tedfords Ltd,"Manufacture of bespoke products for the boating, banner and trailer markets",PVC waterproof tarpaulins,"Raw material for Manufacture of bespoke products for the boating, banner and trailer markets"
38,"38,3,1",Confidential Services Ireland,"Confidential shredding, paper shredding and data destruction",Charles O'Doherty & Sons Ltd,Manufacture of coffins,Paper fines,Raw material for Manufacture of coffins
38,"38,3,2",Limavady Linen Services,"Hire and laundering of bed linen and towels for hotel, residential and catering industries",Charles O'Doherty & Sons Ltd,Manufacture of coffins,Linen and towel waste,Raw material for Manufacture of coffins
39,"39,18,1",ND,Brewery,ND,Mushrooms farming,Spent grain,Substrate to grow mushrooms
39,"39,18,2",ND,Mushrooms farming,ND,Pig farming,Spent mushroom substrate,Animal feeding
39,"39,18,3",ND,Pig farming,ND,Anaerobic biodigester,Waste water,Fuel
39,"39,18,4",ND,Anaerobic biodigester,ND,Algae ponds,Nutrient rich water,Substrate to grow algae
39,"39,18,5",ND,Algae ponds,ND,Fish farming,Nutrient rich water,Fish feeding
39,"39,18,6",ND,Fish farming,ND,Vegetable farming,Nutrient rich water,Fertile soil for growing vegetables
40,"40,18,1",ND,Gem manufacturer,ND,Plastics company,Acetone,Raw material for Plastics company
41,"41,22,1",Borealis,Organic basic chemicals production,Akzo Nobel,Inorganic basic chemicals production,Ethylene,Raw material for Inorganic basic chemicals production
41,"41,22,2",Borealis,Organic basic chemicals production,Akzo Nobel,Inorganic basic chemicals production,Fuel gas,Fuel
41,"41,22,3",Borealis,Organic basic chemicals production,Perstorp Oxo,Organic basic chemicals production,Ethylene,Raw material for Organic basic chemicals production
41,"41,22,4",Borealis,Organic basic chemicals production,Perstorp Oxo,Organic basic chemicals production,Fuel gas,Fuel
41,"41,22,5",Borealis,Organic basic chemicals production,Perstorp Oxo,Organic basic chemicals production,Propylene,Raw material for Organic basic chemicals production
41,"41,22,6",Ineos Sverige,Organic basic chemicals production,Perstorp Oxo,Organic basic chemicals production,Hydrogen,Raw material for Organic basic chemicals production
41,"41,22,7",Borealis,Organic basic chemicals production,Ineos Sverige,Organic basic chemicals production,Ethylene,Raw material for Organic basic chemicals production
41,"41,22,8",Borealis,Organic basic chemicals production,Ineos Sverige,Organic basic chemicals production,Fuel gas,Fuel
43,"43,36,1",Kawasaki,Urban entity,ND,Iron and steel production,Waste car,Raw material for Iron and steel production
43,"43,36,2",Kawasaki,Urban entity,ND,Iron and steel production,Discarded home appliances,Raw material for Iron and steel production
43,"43,36,3",Kawasaki,Urban entity,ND,Iron and steel production,Discarded home appliances,Substitution for coke
43,"43,36,4",Kawasaki,Urban entity,ND,Iron and steel production,Waste plastic,Substitution for coke
43,"43,36,5",Kawasaki,Urban entity,ND,Chemical industry,Waste plastic,Raw material to produce ammonia
43,"43,36,6",Kawasaki,Urban entity,ND,Cement industry,Waste plastic,Substitution for coal
43,"43,36,7",ND,Iron and steel production,ND,Cement industry,BF slag,Raw material for Cement industry
43,"43,36,8",Kawasaki,Urban entity,ND,Paper and pulp industry,Waste paper,Raw material for Paper and pulp industry
43,"43,36,9",ND,Paper and pulp industry,ND,Cement industry,Paper sludge,Raw material for Cement industry
43,"43,36,10",Kawasaki,Urban entity,ND,Cement industry,Sewage sludge,Raw material for Cement industry
44,"44,37,1",ND,Agricultural companies,ND,Biogas production,General organic waste,Raw material for Biogas production
44,"44,37,2",ND,Agricultural companies,ND,Paper plant,Paper and cardboard wastes,Raw material for Paper plant
44,"44,37,3",ND,Agricultural companies,ND,PVC sewer pipes production,Plastic wastes,Raw material for PVC sewer pipes production
44,"44,37,4",ND,Agricultural companies,ND,Pellets and plywood panels production,Wood and cardboard wastes,Raw material for Pellets and plywood panels production
45,"45,38,1",Baishuo Computer / Gold Circuit Electronic / JingPeng Electronic / Sony Chemical Electronic / Dazhan Circuit / Ichia Technology,Manufacture of electronic components,Fukuda Metal,Copper production,Waste PCB / copper foil / Sludge containing copper,Raw material for Copper production
45,"45,38,2",Matsushita Electric Works,Manufacture of electrical appliances,Fukuda Metal,Copper production,Waste PCB / Sludge containing copper,Raw material for Copper production
46,"46,10,1",British Sugar,Sugar production,ND,Building trade,Stones separated during sugar beet washing,Raw material for Building trade
46,"46,10,2",British Sugar,Sugar production,ND,Landscaping,Soil separated during sugar beet washing,Raw material for Landscaping
46,"46,10,3",British Sugar,Sugar production,ND,Agroindustry,Calcium carbonate,Raw material for Agroindustry
46,"46,10,4",British Sugar,Sugar production,ND,Animal raising,Bagasse,Raw material for Animal raising
46,"46,10,5",British Sugar,Sugar production,ND,Tomato growing,Heat,Heat
46,"46,10,6",British Sugar,Sugar production,ND,Tomato growing,CO2,Supports the growth of plants
46,"46,10,7",British Sugar,Sugar production,ND,Health care sector (cosmetics production),Waste residual resins from the sugar crystallization process,Raw material for Health care sector (cosmetics production)
46,"46,10,8",British Sugar,Sugar production,ND,Biofuel production,Waste sugar from resin separation,Raw material for Biofuel production
46,"46,10,9",ND,Biofuel production,ND,Carbonated soft drinks production,CO2,Raw material for Carbonated soft drinks production
46,"46,10,10",ND,Biofuel production,ND,Fire protection,CO2,Raw material for Fire protection
